"","Natureza","Jan","Fev","Mar","Abr","Mai","Jun","Jul","Ago","Set","Out","Nov","Dez","Total","delegacia_id"
"259","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1265
"260","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,2,1,0,1,1,2,2,9,1265
"261","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1265
"262","LESÃO CORPORAL DOLOSA",30,22,29,29,29,25,30,21,20,25,30,24,314,1265
"263","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",19,18,28,22,37,17,25,26,21,28,19,26,286,1265
"264","LESÃO CORPORAL CULPOSA - OUTRAS",2,0,3,2,0,0,2,1,0,0,0,2,12,1265
"265","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1265
"266","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1265
"267","TOTAL DE ESTUPRO (4)",3,1,4,0,2,3,2,2,3,2,2,3,27,1265
"268","ESTUPRO",1,1,4,0,1,1,2,1,2,0,2,2,17,1265
"269","ESTUPRO DE VULNERÁVEL",2,0,0,0,1,2,0,1,1,2,0,1,10,1265
"270","TOTAL DE ROUBO - OUTROS (1)",159,138,194,160,314,247,203,198,203,227,231,177,2.451,1265
"271","ROUBO - OUTROS",157,136,189,159,311,246,203,196,202,226,227,176,2.428,1265
"272","ROUBO DE VEÍCULO",12,20,21,16,31,21,18,17,18,13,21,16,224,1265
"273","ROUBO A BANCO",0,0,1,0,1,0,0,0,0,0,0,0,2,1265
"274","ROUBO DE CARGA",2,2,4,1,2,1,0,2,1,1,4,1,21,1265
"275","FURTO - OUTROS",312,255,332,380,485,282,320,335,173,432,374,386,4.066,1265
"276","FURTO DE VEÍCULO",51,92,60,57,99,55,62,77,104,86,56,35,834,1265
"277","HOMICÍDIO DOLOSO (2)",0,0,0,0,1,2,2,0,1,0,0,1,7,1262
"278","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,1,2,2,0,1,0,0,1,7,1262
"279","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1262
"280","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1262
"281","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",1,0,0,0,0,0,0,0,0,0,0,1,2,1262
"282","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1262
"283","TENTATIVA DE HOMICÍDIO",0,2,0,1,0,0,1,0,0,0,0,0,4,1262
"284","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1262
"285","LESÃO CORPORAL DOLOSA",25,27,19,34,24,27,40,22,32,19,14,39,322,1262
"286","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",8,13,24,17,12,13,11,17,12,15,20,18,180,1262
"287","LESÃO CORPORAL CULPOSA - OUTRAS",3,0,1,2,1,2,1,3,1,3,2,4,23,1262
"288","LATROCÍNIO",0,1,0,0,0,0,0,0,0,0,0,0,1,1262
"289","Nº DE VÍTIMAS EM LATROCÍNIO",0,1,0,0,0,0,0,0,0,0,0,0,1,1262
"290","TOTAL DE ESTUPRO (4)",3,2,1,3,1,4,1,0,1,1,1,1,19,1262
"291","ESTUPRO",2,2,0,3,0,2,1,0,0,0,1,1,12,1262
"292","ESTUPRO DE VULNERÁVEL",1,0,1,0,1,2,0,0,1,1,0,0,7,1262
"293","TOTAL DE ROUBO - OUTROS (1)",139,140,148,159,155,184,154,112,180,146,213,250,1.98,1262
"294","ROUBO - OUTROS",135,124,139,150,145,170,145,95,167,134,200,236,1.84,1262
"295","ROUBO DE VEÍCULO",6,9,9,4,10,4,3,6,9,3,7,7,77,1262
"296","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1262
"297","ROUBO DE CARGA",4,16,9,9,10,14,9,17,13,12,13,14,140,1262
"298","FURTO - OUTROS",543,321,451,478,472,531,521,620,645,666,757,1.14,7.145,1262
"299","FURTO DE VEÍCULO",27,23,28,29,24,29,22,34,23,33,24,39,335,1262
"300","HOMICÍDIO DOLOSO (2)",1,0,0,1,0,2,0,0,1,2,0,0,7,1259
"301","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",1,0,0,1,0,2,0,0,1,2,0,0,7,1259
"302","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1259
"303","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1259
"304","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,2,2,0,0,0,0,0,1,0,1,1,7,1259
"305","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,1,0,0,0,1,0,2,1259
"306","TENTATIVA DE HOMICÍDIO",0,1,0,0,1,0,0,0,1,1,2,2,8,1259
"307","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1259
"308","LESÃO CORPORAL DOLOSA",22,33,33,33,30,23,19,25,24,29,16,31,318,1259
"309","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",7,16,19,14,16,20,19,26,18,27,18,18,218,1259
"310","LESÃO CORPORAL CULPOSA - OUTRAS",0,2,2,1,3,1,0,3,5,2,9,4,32,1259
"311","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1259
"312","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1259
"313","TOTAL DE ESTUPRO (4)",3,0,0,0,2,2,0,0,5,3,3,0,18,1259
"314","ESTUPRO",1,0,0,0,2,2,0,0,5,0,0,0,10,1259
"315","ESTUPRO DE VULNERÁVEL",2,0,0,0,0,0,0,0,0,3,3,0,8,1259
"316","TOTAL DE ROUBO - OUTROS (1)",103,134,117,150,157,132,131,143,106,116,120,129,1.538,1259
"317","ROUBO - OUTROS",102,128,114,150,155,129,129,141,101,113,118,125,1.505,1259
"318","ROUBO DE VEÍCULO",10,27,26,28,27,16,16,16,10,23,12,20,231,1259
"319","ROUBO A BANCO",0,0,0,0,1,1,0,0,0,0,0,0,2,1259
"320","ROUBO DE CARGA",1,6,3,0,1,2,2,2,5,3,2,4,31,1259
"321","FURTO - OUTROS",146,210,148,198,209,255,263,251,271,209,194,237,2.591,1259
"322","FURTO DE VEÍCULO",26,59,60,52,55,52,50,52,28,64,44,43,585,1259
"323","HOMICÍDIO DOLOSO (2)",1,1,0,0,0,1,0,0,0,0,0,0,3,1257
"324","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",1,2,0,0,0,1,0,0,0,0,0,0,4,1257
"325","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1257
"326","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1257
"327","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,2,0,0,2,1257
"328","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,1,1,1257
"329","TENTATIVA DE HOMICÍDIO",0,0,0,1,0,1,0,0,0,0,1,0,3,1257
"330","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1257
"331","LESÃO CORPORAL DOLOSA",31,30,29,21,30,25,27,22,35,30,26,19,325,1257
"332","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",13,13,18,14,27,17,7,23,18,7,13,26,196,1257
"333","LESÃO CORPORAL CULPOSA - OUTRAS",1,3,2,0,0,0,1,2,2,1,0,5,17,1257
"334","LATROCÍNIO",0,0,0,1,0,0,0,0,0,0,0,0,1,1257
"335","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,1,0,0,0,0,0,0,0,0,1,1257
"336","TOTAL DE ESTUPRO (4)",3,5,1,0,2,0,1,3,0,0,3,2,20,1257
"337","ESTUPRO",2,1,1,0,0,0,1,0,0,0,3,0,8,1257
"338","ESTUPRO DE VULNERÁVEL",1,4,0,0,2,0,0,3,0,0,0,2,12,1257
"339","TOTAL DE ROUBO - OUTROS (1)",153,459,176,156,165,164,140,127,170,154,129,154,2.147,1257
"340","ROUBO - OUTROS",152,457,176,156,163,161,137,125,170,152,129,153,2.131,1257
"341","ROUBO DE VEÍCULO",11,9,8,13,10,9,8,12,15,13,10,9,127,1257
"342","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1257
"343","ROUBO DE CARGA",1,2,0,0,2,3,3,2,0,2,0,1,16,1257
"344","FURTO - OUTROS",589,2.92,521,458,481,497,510,532,479,557,467,475,8.486,1257
"345","FURTO DE VEÍCULO",77,83,95,72,109,91,100,100,89,94,87,53,1.05,1257
"346","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,1,0,0,0,1,2,1256
"347","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,1,0,0,0,1,2,1256
"348","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1256
"349","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1256
"350","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,2,0,2,0,0,0,1,0,0,0,0,5,1256
"351","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1256
"352","TENTATIVA DE HOMICÍDIO",0,0,0,1,0,0,0,0,1,0,0,1,3,1256
"353","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1256
"354","LESÃO CORPORAL DOLOSA",11,19,19,6,15,23,18,17,21,22,18,15,204,1256
"355","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",18,27,9,14,18,14,22,15,15,16,16,16,200,1256
"356","LESÃO CORPORAL CULPOSA - OUTRAS",3,0,0,2,0,0,1,2,2,0,0,1,11,1256
"357","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1256
"358","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1256
"359","TOTAL DE ESTUPRO (4)",0,2,1,3,0,1,0,1,2,1,0,0,11,1256
"360","ESTUPRO",0,0,1,3,0,0,0,1,1,1,0,0,7,1256
"361","ESTUPRO DE VULNERÁVEL",0,2,0,0,0,1,0,0,1,0,0,0,4,1256
"362","TOTAL DE ROUBO - OUTROS (1)",88,224,101,110,110,97,65,75,91,90,76,65,1.192,1256
"363","ROUBO - OUTROS",87,224,100,110,109,97,65,74,90,90,76,63,1.185,1256
"364","ROUBO DE VEÍCULO",2,3,2,3,6,5,6,5,4,6,9,5,56,1256
"365","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1256
"366","ROUBO DE CARGA",1,0,1,0,1,0,0,1,1,0,0,2,7,1256
"367","FURTO - OUTROS",200,1.463,337,243,260,264,269,305,279,335,305,229,4.489,1256
"368","FURTO DE VEÍCULO",28,25,20,20,24,26,20,21,38,35,41,20,318,1256
"369","HOMICÍDIO DOLOSO (2)",0,0,1,1,0,0,0,0,0,0,0,0,2,1255
"370","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,1,1,0,0,0,0,0,0,0,0,2,1255
"371","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1255
"372","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1255
"373","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",1,0,0,0,0,0,0,1,0,0,0,0,2,1255
"374","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1255
"375","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,2,1,3,1255
"376","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1255
"377","LESÃO CORPORAL DOLOSA",24,24,23,23,18,19,20,16,16,22,26,18,249,1255
"378","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",6,10,15,8,14,12,12,14,12,16,12,10,141,1255
"379","LESÃO CORPORAL CULPOSA - OUTRAS",2,0,3,2,1,1,1,0,1,4,2,1,18,1255
"380","LATROCÍNIO",0,0,0,0,0,0,0,0,1,1,0,0,2,1255
"381","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,1,1,0,0,2,1255
"382","TOTAL DE ESTUPRO (4)",0,2,3,3,1,1,3,3,2,0,0,1,19,1255
"383","ESTUPRO",0,1,1,1,0,1,2,3,0,0,0,0,9,1255
"384","ESTUPRO DE VULNERÁVEL",0,1,2,2,1,0,1,0,2,0,0,1,10,1255
"385","TOTAL DE ROUBO - OUTROS (1)",101,104,118,105,98,105,123,117,105,108,128,110,1.322,1255
"386","ROUBO - OUTROS",98,104,117,105,96,103,122,116,104,105,126,110,1.306,1255
"387","ROUBO DE VEÍCULO",21,26,28,30,30,24,13,15,20,17,24,28,276,1255
"388","ROUBO A BANCO",0,0,0,0,0,0,0,1,0,0,0,0,1,1255
"389","ROUBO DE CARGA",3,0,1,0,2,2,1,0,1,3,2,0,15,1255
"390","FURTO - OUTROS",217,234,236,270,264,226,274,375,263,301,288,250,3.198,1255
"391","FURTO DE VEÍCULO",111,81,65,71,67,64,47,77,74,94,79,37,867,1255
"392","HOMICÍDIO DOLOSO (2)",2,1,1,1,0,0,0,0,0,0,0,0,5,1254
"393","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",2,1,3,1,0,0,0,0,0,0,0,0,7,1254
"394","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1254
"395","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1254
"396","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",1,0,0,1,0,1,0,0,0,1,0,0,4,1254
"397","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1254
"398","TENTATIVA DE HOMICÍDIO",1,1,0,0,0,0,0,1,0,0,0,0,3,1254
"399","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1254
"400","LESÃO CORPORAL DOLOSA",13,20,18,14,19,17,13,18,14,12,13,18,189,1254
"401","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",7,12,5,10,14,7,9,16,10,8,12,16,126,1254
"402","LESÃO CORPORAL CULPOSA - OUTRAS",2,1,0,1,1,0,0,1,1,1,1,2,11,1254
"403","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,1,0,1,1254
"404","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,1,0,1,1254
"405","TOTAL DE ESTUPRO (4)",0,1,1,0,0,1,1,2,1,0,1,0,8,1254
"406","ESTUPRO",0,0,1,0,0,1,0,1,0,0,1,0,4,1254
"407","ESTUPRO DE VULNERÁVEL",0,1,0,0,0,0,1,1,1,0,0,0,4,1254
"408","TOTAL DE ROUBO - OUTROS (1)",111,90,96,86,140,100,90,87,89,124,110,110,1.233,1254
"409","ROUBO - OUTROS",106,87,92,78,135,97,83,86,87,117,107,108,1.183,1254
"410","ROUBO DE VEÍCULO",58,47,50,40,54,25,23,26,34,40,17,34,448,1254
"411","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1254
"412","ROUBO DE CARGA",5,3,4,8,5,3,7,1,2,7,3,2,50,1254
"413","FURTO - OUTROS",118,102,143,118,110,108,154,158,148,156,139,141,1.595,1254
"414","FURTO DE VEÍCULO",76,63,127,80,58,61,46,79,64,80,67,40,841,1254
"415","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,1253
"416","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,1253
"417","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1253
"418","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1253
"419","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,1,0,0,1,0,0,0,2,1253
"420","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,1,0,0,0,0,0,0,1,1253
"421","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1253
"422","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1253
"423","LESÃO CORPORAL DOLOSA",5,4,0,1,6,2,1,2,2,3,1,1,28,1253
"424","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",4,5,7,8,5,2,5,5,3,2,2,4,52,1253
"425","LESÃO CORPORAL CULPOSA - OUTRAS",6,2,6,4,6,0,4,2,8,4,2,1,45,1253
"426","LATROCÍNIO",0,0,0,0,0,0,0,0,1,0,0,0,1,1253
"427","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,1,0,0,0,1,1253
"428","TOTAL DE ESTUPRO (4)",0,2,0,0,1,0,0,1,2,0,0,0,6,1253
"429","ESTUPRO",0,1,0,0,1,0,0,0,1,0,0,0,3,1253
"430","ESTUPRO DE VULNERÁVEL",0,1,0,0,0,0,0,1,1,0,0,0,3,1253
"431","TOTAL DE ROUBO - OUTROS (1)",27,17,22,27,12,23,26,22,22,21,12,16,247,1253
"432","ROUBO - OUTROS",24,17,21,24,11,21,26,19,22,20,12,16,233,1253
"433","ROUBO DE VEÍCULO",7,2,3,5,2,4,3,1,4,5,2,1,39,1253
"434","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1253
"435","ROUBO DE CARGA",3,0,1,3,1,2,0,3,0,1,0,0,14,1253
"436","FURTO - OUTROS",37,44,58,47,78,64,71,69,78,67,57,46,716,1253
"437","FURTO DE VEÍCULO",13,8,14,12,17,13,15,21,12,15,11,8,159,1253
"438","HOMICÍDIO DOLOSO (2)",0,0,0,0,0,1,0,0,1,0,0,0,2,1252
"439","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,0,0,1,0,0,1,0,0,0,2,1252
"440","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1252
"441","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1252
"442","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,1,1,0,0,2,2,0,0,0,1,7,1252
"443","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1252
"444","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,1,0,0,1,0,0,0,2,1252
"445","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1252
"446","LESÃO CORPORAL DOLOSA",14,10,18,9,11,10,15,20,14,17,23,17,178,1252
"447","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",9,3,4,7,5,5,5,8,10,11,13,10,90,1252
"448","LESÃO CORPORAL CULPOSA - OUTRAS",0,0,3,0,3,0,0,0,1,3,0,0,10,1252
"449","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1252
"450","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1252
"451","TOTAL DE ESTUPRO (4)",1,1,1,2,1,0,2,0,0,4,1,2,15,1252
"452","ESTUPRO",0,0,0,1,0,0,0,0,0,1,0,0,2,1252
"453","ESTUPRO DE VULNERÁVEL",1,1,1,1,1,0,2,0,0,3,1,2,13,1252
"454","TOTAL DE ROUBO - OUTROS (1)",44,45,54,53,64,37,53,74,56,51,51,57,639,1252
"455","ROUBO - OUTROS",40,38,50,46,57,32,49,70,53,48,46,53,582,1252
"456","ROUBO DE VEÍCULO",5,5,8,7,9,4,6,3,14,5,6,14,86,1252
"457","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1252
"458","ROUBO DE CARGA",4,7,4,7,7,5,4,4,3,3,5,4,57,1252
"459","FURTO - OUTROS",75,76,90,88,75,56,67,77,79,94,87,79,943,1252
"460","FURTO DE VEÍCULO",28,21,36,33,29,24,42,33,35,48,51,24,404,1252
"461","HOMICÍDIO DOLOSO (2)",0,0,1,0,2,1,1,1,2,1,2,2,13,1154
"462","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,1,0,2,1,1,1,2,2,2,2,14,1154
"463","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,1,0,0,0,0,0,0,0,1,1154
"464","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,1,0,0,0,0,0,0,0,1,1154
"465","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,2,0,0,0,0,0,1,0,3,1154
"466","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1154
"467","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,1,1,1,0,0,0,3,1154
"468","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1154
"469","LESÃO CORPORAL DOLOSA",32,37,44,38,31,31,31,30,42,20,35,42,413,1154
"470","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",10,24,17,18,28,22,26,17,19,19,19,30,249,1154
"471","LESÃO CORPORAL CULPOSA - OUTRAS",3,0,0,1,3,0,0,0,0,2,0,0,9,1154
"472","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1154
"473","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1154
"474","TOTAL DE ESTUPRO (4)",5,2,1,2,3,3,2,2,4,3,5,4,36,1154
"475","ESTUPRO",3,1,0,0,1,1,0,1,0,2,0,1,10,1154
"476","ESTUPRO DE VULNERÁVEL",2,1,1,2,2,2,2,1,4,1,5,3,26,1154
"477","TOTAL DE ROUBO - OUTROS (1)",56,72,88,71,85,103,68,88,54,65,60,85,895,1154
"478","ROUBO - OUTROS",56,70,86,69,82,101,67,87,54,65,59,82,878,1154
"479","ROUBO DE VEÍCULO",14,23,12,25,26,18,14,19,18,28,31,28,256,1154
"480","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,0,0,0,0,1154
"481","ROUBO DE CARGA",0,2,2,2,3,2,1,1,0,0,1,3,17,1154
"482","FURTO - OUTROS",82,132,124,109,126,140,114,150,130,139,107,114,1.467,1154
"483","FURTO DE VEÍCULO",65,50,60,60,71,66,71,45,44,34,35,23,624,1154
"484","HOMICÍDIO DOLOSO (2)",0,0,0,1,0,0,0,1,0,0,0,0,2,1153
"485","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,0,0,1,0,0,0,2,0,0,0,0,3,1153
"486","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1153
"487","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1153
"488","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,2,0,0,0,0,1,2,0,0,0,5,1153
"489","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1153
"490","TENTATIVA DE HOMICÍDIO",0,0,0,0,0,0,0,0,0,0,0,1,1,1153
"491","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1153
"492","LESÃO CORPORAL DOLOSA",25,21,28,30,27,25,19,22,21,26,16,16,276,1153
"493","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",11,10,11,20,12,23,14,7,11,12,8,19,158,1153
"494","LESÃO CORPORAL CULPOSA - OUTRAS",1,1,0,2,0,0,0,0,1,1,0,0,6,1153
"495","LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1153
"496","Nº DE VÍTIMAS EM LATROCÍNIO",0,0,0,0,0,0,0,0,0,0,0,0,0,1153
"497","TOTAL DE ESTUPRO (4)",1,1,3,0,1,0,2,4,0,1,2,2,17,1153
"498","ESTUPRO",0,1,1,0,0,0,1,1,0,0,0,1,5,1153
"499","ESTUPRO DE VULNERÁVEL",1,0,2,0,1,0,1,3,0,1,2,1,12,1153
"500","TOTAL DE ROUBO - OUTROS (1)",106,96,107,86,106,91,113,106,71,110,84,86,1.162,1153
"501","ROUBO - OUTROS",104,92,105,82,104,89,109,106,66,109,83,84,1.133,1153
"502","ROUBO DE VEÍCULO",31,21,22,22,23,16,23,15,13,16,11,17,230,1153
"503","ROUBO A BANCO",0,0,0,0,0,0,0,0,0,1,0,0,1,1153
"504","ROUBO DE CARGA",2,4,2,4,2,2,4,0,5,0,1,2,28,1153
"505","FURTO - OUTROS",100,102,116,111,96,138,209,189,129,114,92,93,1.489,1153
"506","FURTO DE VEÍCULO",66,69,61,65,53,80,64,69,55,34,56,37,709,1153
"507","HOMICÍDIO DOLOSO (2)",0,1,1,1,2,0,0,0,0,0,0,0,5,1152
"508","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3)",0,2,1,1,2,0,0,0,0,0,0,0,6,1152
"509","HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1152
"510","Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO",0,0,0,0,0,0,0,0,0,0,0,0,0,1152
"511","HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO",0,0,5,2,0,0,1,0,0,0,0,0,8,1152
"512","HOMICÍDIO CULPOSO OUTROS",0,0,0,0,0,0,0,0,0,0,0,0,0,1152
"513","TENTATIVA DE HOMICÍDIO",0,2,0,0,1,0,1,0,0,1,0,1,6,1152
"514","LESÃO CORPORAL SEGUIDA DE MORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,1152
"515","LESÃO CORPORAL DOLOSA",17,16,12,9,17,24,18,19,20,15,22,18,207,1152
"516","LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO",11,9,3,13,10,10,8,18,8,13,9,6,118,1152
"517","LESÃO CORPORAL CULPOSA - OUTRAS",5,8,16,14,6,9,8,4,6,5,4,2,87,1152
